Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
780,o780,21-08-15,23-08-15,First Class,780,Home Office,Nigeria,Lagos,West,a780,Office Supplies,Paper,23.92,4,0,11.7208
781,o781,21-08-15,23-08-15,First Class,781,Home Office,Nigeria,Lagos,West,a781,Office Supplies,Paper,4.28,1,0,1.926
782,o782,03-10-15,06-10-15,Second Class,782,Consumer,Nigeria,Adamawa,East,a782,Office Supplies,Binders,32.07,5,0.7,-22.449
783,o783,03-10-15,06-10-15,Second Class,783,Consumer,Nigeria,Adamawa,East,a783,Technology,Accessories,24,2,0.2,-2.7
784,o784,03-10-15,06-10-15,Second Class,784,Consumer,Nigeria,Adamawa,East,a784,Furniture,Bookcases,35.49,1,0.5,-15.6156
785,o785,03-10-15,06-10-15,Second Class,785,Consumer,Nigeria,Adamawa,East,a785,Technology,Accessories,47.984,2,0.2,0.5998
786,o786,23-05-15,28-05-15,Standard Class,786,Corporate,Nigeria,Anambra,South,a786,Office Supplies,Envelopes,186.69,3,0,87.7443
787,o787,17-03-17,21-03-17,Second Class,787,Consumer,Nigeria,Lagos,West,a787,Office Supplies,Binders,17.456,2,0.2,5.8914
788,o788,12-12-15,16-12-15,Standard Class,788,Consumer,Nigeria,Lagos,West,a788,Furniture,Chairs,348.928,2,0.2,34.8928
789,o789,26-06-15,30-06-15,Standard Class,789,Consumer,Nigeria,Bayelsa,South,a789,Office Supplies,Binders,143.96,4,0,69.1008
790,o790,26-06-15,30-06-15,Standard Class,790,Consumer,Nigeria,Bayelsa,South,a790,Office Supplies,Storage,15.42,1,0,4.1634
791,o791,26-06-15,30-06-15,Standard Class,791,Consumer,Nigeria,Bayelsa,South,a791,Office Supplies,Binders,43.04,8,0,21.0896
792,o792,26-06-15,30-06-15,Standard Class,792,Consumer,Nigeria,Bayelsa,South,a792,Furniture,Chairs,332.94,3,0,79.9056
793,o793,20-05-16,20-05-16,Same Day,793,Consumer,Nigeria,Enugu,South,a793,Technology,Phones,1363.96,5,0.2,85.2475
794,o794,20-09-14,26-09-14,Standard Class,794,Consumer,Nigeria,Lagos,West,a794,Office Supplies,Labels,9.96,2,0,4.5816
795,o795,20-09-14,26-09-14,Standard Class,795,Consumer,Nigeria,Lagos,West,a795,Office Supplies,Paper,21.72,4,0,10.6428
796,o796,21-09-17,26-09-17,Standard Class,796,Consumer,Nigeria,Ekiti,Central,a796,Office Supplies,Binders,20.16,7,0,9.8784
797,o797,24-12-15,26-12-15,First Class,797,Corporate,Nigeria,Cross River,East,a797,Office Supplies,Paper,132.79,7,0,63.7392
798,o798,24-12-15,26-12-15,First Class,798,Corporate,Nigeria,Cross River,East,a798,Office Supplies,Paper,12.96,2,0,6.2208
799,o799,24-12-15,26-12-15,First Class,799,Corporate,Nigeria,Cross River,East,a799,Office Supplies,Labels,21.56,7,0,10.3488
800,o800,27-11-15,03-12-15,Standard Class,800,Consumer,Nigeria,Lagos,West,a800,Furniture,Chairs,283.92,5,0.2,17.745
801,o801,20-02-17,23-02-17,First Class,801,Corporate,Nigeria,Lagos,West,a801,Furniture,Furnishings,22.23,1,0,7.3359
802,o802,20-02-17,23-02-17,First Class,802,Corporate,Nigeria,Lagos,West,a802,Technology,Phones,215.968,2,0.2,18.8972
803,o803,18-08-16,23-08-16,Second Class,803,Corporate,Nigeria,Cross River,East,a803,Office Supplies,Appliances,355.32,9,0,99.4896
804,o804,12-03-16,17-03-16,Standard Class,804,Corporate,Nigeria,Kogi,South,a804,Office Supplies,Paper,12.96,2,0,6.2208
805,o805,22-04-17,24-04-17,First Class,805,Consumer,Nigeria,Lagos,West,a805,Furniture,Furnishings,18.28,2,0,6.2152
806,o806,01-11-14,07-11-14,Standard Class,806,Consumer,Nigeria,Bauchi,West,a806,Office Supplies,Art,43.176,3,0.2,4.3176
807,o807,01-11-14,07-11-14,Standard Class,807,Consumer,Nigeria,Bauchi,West,a807,Technology,Phones,1983.968,4,0.2,247.996
808,o808,03-02-15,05-02-15,First Class,808,Consumer,Nigeria,Kwara ,Central,a808,Furniture,Furnishings,28.4,2,0,11.076
809,o809,03-02-15,05-02-15,First Class,809,Consumer,Nigeria,Kwara ,Central,a809,Technology,Accessories,149.97,3,0,50.9898
810,o810,13-10-14,15-10-14,First Class,810,Consumer,Nigeria,Rivers ,West,a810,Office Supplies,Art,11.52,4,0,3.2256
811,o811,13-10-14,15-10-14,First Class,811,Consumer,Nigeria,Rivers ,West,a811,Furniture,Tables,1298.55,5,0,311.652
812,o812,13-10-14,15-10-14,First Class,812,Consumer,Nigeria,Rivers ,West,a812,Office Supplies,Appliances,213.92,4,0,62.0368
813,o813,13-10-14,15-10-14,First Class,813,Consumer,Nigeria,Rivers ,West,a813,Technology,Accessories,25.78,2,0,2.578
814,o814,14-05-17,14-05-17,Same Day,814,Consumer,Nigeria,Lagos,West,a814,Furniture,Furnishings,18.28,2,0,6.2152
815,o815,14-05-17,14-05-17,Same Day,815,Consumer,Nigeria,Lagos,West,a815,Technology,Accessories,1399.93,7,0,601.9699
816,o816,20-03-15,23-03-15,First Class,816,Corporate,Nigeria,Oyo ,Central,a816,Office Supplies,Paper,51.84,8,0,24.8832
817,o817,15-09-16,19-09-16,Standard Class,817,Consumer,Nigeria,FCT,East,a817,Office Supplies,Paper,5.344,1,0.2,1.8704
818,o818,28-06-14,02-07-14,Standard Class,818,Consumer,Nigeria,FCT,East,a818,Office Supplies,Paper,41.472,8,0.2,14.5152
819,o819,28-06-14,02-07-14,Standard Class,819,Consumer,Nigeria,FCT,East,a819,Office Supplies,Binders,3.168,3,0.7,-2.4288
820,o820,28-06-14,02-07-14,Standard Class,820,Consumer,Nigeria,FCT,East,a820,Furniture,Chairs,1228.465,5,0.3,0
821,o821,28-06-14,02-07-14,Standard Class,821,Consumer,Nigeria,FCT,East,a821,Office Supplies,Binders,31.086,3,0.7,-22.7964
822,o822,28-06-14,02-07-14,Standard Class,822,Consumer,Nigeria,FCT,East,a822,Office Supplies,Paper,335.52,4,0.2,117.432
823,o823,20-06-17,27-06-17,Standard Class,823,Consumer,Nigeria,Niger ,East,a823,Technology,Accessories,239.97,3,0,71.991
824,o824,20-06-17,27-06-17,Standard Class,824,Consumer,Nigeria,Niger ,East,a824,Office Supplies,Labels,9.82,2,0,4.8118
825,o825,09-05-14,15-05-14,Standard Class,825,Consumer,Nigeria,Lagos,West,a825,Technology,Accessories,67.8,4,0,4.068
826,o826,09-05-14,15-05-14,Standard Class,826,Consumer,Nigeria,Lagos,West,a826,Technology,Accessories,167.97,3,0,40.3128
827,o827,21-08-17,28-08-17,Standard Class,827,Consumer,Nigeria,Ekiti,Central,a827,Office Supplies,Fasteners,35,7,0,16.8
828,o828,21-08-17,28-08-17,Standard Class,828,Consumer,Nigeria,Ekiti,Central,a828,Office Supplies,Supplies,37.24,4,0,10.7996
829,o829,21-08-17,28-08-17,Standard Class,829,Consumer,Nigeria,Ekiti,Central,a829,Office Supplies,Envelopes,15.28,2,0,7.4872
830,o830,16-06-17,21-06-17,Second Class,830,Consumer,Nigeria,Abia,South,a830,Furniture,Chairs,301.96,2,0,90.588
831,o831,16-06-17,21-06-17,Second Class,831,Consumer,Nigeria,Abia,South,a831,Office Supplies,Appliances,180.66,3,0,50.5848
832,o832,16-06-17,21-06-17,Second Class,832,Consumer,Nigeria,Abia,South,a832,Technology,Phones,191.98,2,0,51.8346
833,o833,16-06-17,21-06-17,Second Class,833,Consumer,Nigeria,Abia,South,a833,Technology,Phones,65.99,1,0,17.1574
834,o834,23-07-16,27-07-16,Standard Class,834,Corporate,Nigeria,Kaduna,South,a834,Office Supplies,Art,35.216,2,0.2,2.6412
835,o835,23-07-16,27-07-16,Standard Class,835,Corporate,Nigeria,Kaduna,South,a835,Office Supplies,Appliances,23.696,2,0.2,6.5164
836,o836,23-07-16,27-07-16,Standard Class,836,Corporate,Nigeria,Kaduna,South,a836,Technology,Machines,265.475,1,0.5,-111.4995
837,o837,08-09-14,13-09-14,Second Class,837,Consumer,Nigeria,Imo,Central,a837,Office Supplies,Binders,51.184,4,0.8,-79.3352
838,o838,04-11-17,11-11-17,Standard Class,838,Home Office,Nigeria,Akwa Ibom,South,a838,Office Supplies,Paper,9.664,2,0.2,3.2616
839,o839,07-03-16,12-03-16,Standard Class,839,Corporate,Nigeria,Imo,Central,a839,Technology,Phones,21.072,3,0.2,1.5804
840,o840,20-11-15,25-11-15,Standard Class,840,Corporate,Nigeria,Cross River,East,a840,Office Supplies,Art,60.45,3,0,16.3215
841,o841,20-11-15,25-11-15,Standard Class,841,Corporate,Nigeria,Cross River,East,a841,Office Supplies,Art,11.52,4,0,3.3408
842,o842,20-11-15,25-11-15,Standard Class,842,Corporate,Nigeria,Cross River,East,a842,Furniture,Bookcases,186.048,4,0.2,9.3024
843,o843,07-11-16,09-11-16,First Class,843,Corporate,Nigeria,Lagos,West,a843,Office Supplies,Binders,37.44,4,0.2,11.7
844,o844,07-11-16,09-11-16,First Class,844,Corporate,Nigeria,Lagos,West,a844,Office Supplies,Binders,26.976,4,0.2,8.7672
845,o845,07-11-16,09-11-16,First Class,845,Corporate,Nigeria,Lagos,West,a845,Office Supplies,Supplies,11.36,2,0,3.2944
846,o846,07-11-16,09-11-16,First Class,846,Corporate,Nigeria,Lagos,West,a846,Office Supplies,Labels,14.62,2,0,6.8714
847,o847,13-10-15,17-10-15,Standard Class,847,Consumer,Nigeria,Abia,South,a847,Technology,Phones,83.72,7,0,23.4416
848,o848,13-10-15,17-10-15,Standard Class,848,Consumer,Nigeria,Abia,South,a848,Furniture,Chairs,287.94,3,0,77.7438
849,o849,01-01-17,06-01-17,Standard Class,849,Consumer,Nigeria,Adamawa,East,a849,Furniture,Furnishings,48.896,4,0.2,8.5568
850,o850,07-02-14,12-02-14,Standard Class,850,Corporate,Nigeria,Niger ,East,a850,Technology,Accessories,115.36,7,0,49.6048
851,o851,20-06-16,25-06-16,Second Class,851,Corporate,Nigeria,Lagos,West,a851,Office Supplies,Art,5.16,2,0,1.3416
852,o852,20-06-16,25-06-16,Second Class,852,Corporate,Nigeria,Lagos,West,a852,Office Supplies,Paper,38.88,6,0,18.6624
853,o853,28-05-16,04-06-16,Standard Class,853,Consumer,Nigeria,Yobe ,South,a853,Office Supplies,Art,185.88,6,0,50.1876
854,o854,19-02-16,24-02-16,Standard Class,854,Consumer,Nigeria,Cross River,East,a854,Furniture,Furnishings,44.46,2,0,14.6718
855,o855,19-02-16,24-02-16,Standard Class,855,Consumer,Nigeria,Cross River,East,a855,Office Supplies,Storage,242.94,3,0,9.7176
856,o856,03-08-14,08-08-14,Standard Class,856,Consumer,Nigeria,Cross River,East,a856,Office Supplies,Paper,39.96,2,0,18.7812
857,o857,03-08-14,08-08-14,Standard Class,857,Consumer,Nigeria,Cross River,East,a857,Office Supplies,Supplies,102.3,10,0,26.598
858,o858,03-08-14,08-08-14,Standard Class,858,Consumer,Nigeria,Cross River,East,a858,Office Supplies,Storage,21.36,2,0,5.7672
859,o859,10-04-17,15-04-17,Standard Class,859,Home Office,Nigeria,Niger ,East,a859,Office Supplies,Paper,7.61,1,0,3.5767
860,o860,10-04-17,15-04-17,Standard Class,860,Home Office,Nigeria,Niger ,East,a860,Office Supplies,Fasteners,7.16,2,0,3.58
861,o861,09-06-14,16-06-14,Standard Class,861,Consumer,Nigeria,Lagos,West,a861,Office Supplies,Supplies,7.36,2,0,0.1472
862,o862,09-06-14,16-06-14,Standard Class,862,Consumer,Nigeria,Lagos,West,a862,Office Supplies,Art,23.1,2,0,10.626
863,o863,05-01-16,07-01-16,Second Class,863,Corporate,Nigeria,Kaduna,South,a863,Technology,Accessories,191.472,6,0.2,40.6878
864,o864,05-01-16,07-01-16,Second Class,864,Corporate,Nigeria,Kaduna,South,a864,Office Supplies,Art,5.248,2,0.2,0.5904
865,o865,05-01-16,07-01-16,Second Class,865,Corporate,Nigeria,Kaduna,South,a865,Technology,Phones,59.184,2,0.2,5.1786
866,o866,10-01-14,15-01-14,Standard Class,866,Corporate,Nigeria,Bayelsa,South,a866,Office Supplies,Labels,2.89,1,0,1.3583
867,o867,10-01-14,15-01-14,Standard Class,867,Corporate,Nigeria,Bayelsa,South,a867,Furniture,Furnishings,51.94,1,0,21.2954
868,o868,29-09-16,02-10-16,First Class,868,Corporate,Nigeria,FCT,East,a868,Office Supplies,Labels,15.936,4,0.2,5.1792
869,o869,06-04-14,10-04-14,Standard Class,869,Corporate,Nigeria,FCT,East,a869,Office Supplies,Binders,44.91,6,0.7,-35.928
870,o870,03-09-16,05-09-16,First Class,870,Home Office,Nigeria,FCT,East,a870,Office Supplies,Binders,1141.47,5,0.7,-760.98
871,o871,03-09-16,05-09-16,First Class,871,Home Office,Nigeria,FCT,East,a871,Technology,Phones,280.782,3,0.4,-46.797
872,o872,19-10-15,20-10-15,First Class,872,Consumer,Nigeria,Zamfara ,East,a872,Office Supplies,Paper,34.44,3,0,17.22
873,o873,10-12-14,15-12-14,Standard Class,873,Consumer,Nigeria,Cross River,East,a873,Office Supplies,Paper,11.36,2,0,5.2256
874,o874,10-12-14,15-12-14,Standard Class,874,Consumer,Nigeria,Cross River,East,a874,Office Supplies,Binders,106.344,7,0.2,37.2204
875,o875,25-08-17,29-08-17,Standard Class,875,Consumer,Nigeria,Enugu,South,a875,Office Supplies,Paper,192.16,5,0.2,67.256
876,o876,17-01-16,21-01-16,Standard Class,876,Home Office,Nigeria,Zamfara ,East,a876,Furniture,Furnishings,322.59,3,0,64.518
877,o877,17-01-16,21-01-16,Standard Class,877,Home Office,Nigeria,Zamfara ,East,a877,Technology,Accessories,29.99,1,0,13.1956
878,o878,17-01-16,21-01-16,Standard Class,878,Home Office,Nigeria,Zamfara ,East,a878,Technology,Accessories,371.97,3,0,66.9546
879,o879,17-09-14,21-09-14,Standard Class,879,Home Office,Nigeria,FCT,East,a879,Office Supplies,Binders,5.892,4,0.7,-4.1244
880,o880,30-11-17,02-12-17,Second Class,880,Home Office,Nigeria,Cross River,East,a880,Office Supplies,Binders,68.472,3,0.2,23.1093
881,o881,30-11-17,02-12-17,Second Class,881,Home Office,Nigeria,Cross River,East,a881,Furniture,Chairs,1242.9,5,0.1,262.39
882,o882,09-10-15,13-10-15,Standard Class,882,Consumer,Nigeria,Bayelsa,South,a882,Office Supplies,Storage,30.84,2,0,8.3268
883,o883,23-12-17,23-12-17,Same Day,883,Consumer,Nigeria,Lagos,West,a883,Office Supplies,Art,13.48,4,0,5.9312
884,o884,22-10-16,24-10-16,First Class,884,Home Office,Nigeria,Delta,Central,a884,Furniture,Furnishings,31.4,5,0,10.048
885,o885,29-04-14,04-05-14,Standard Class,885,Consumer,Nigeria,Cross River,East,a885,Furniture,Furnishings,17.46,2,0,5.9364
886,o886,25-04-15,28-04-15,Second Class,886,Corporate,Nigeria,Lagos,West,a886,Office Supplies,Binders,13.944,3,0.2,4.5318
887,o887,26-06-17,02-07-17,Standard Class,887,Consumer,Nigeria,Lagos,West,a887,Office Supplies,Storage,83.76,12,0,1.6752
888,o888,14-10-17,19-10-17,Standard Class,888,Home Office,Nigeria,Zamfara,East,a888,Office Supplies,Binders,37.66,7,0,18.4534
889,o889,09-12-14,16-12-14,Standard Class,889,Corporate,Nigeria,Lagos,West,a889,Office Supplies,Paper,34.68,6,0,16.9932
890,o890,20-06-17,26-06-17,Standard Class,890,Consumer,Nigeria,Cross River,East,a890,Technology,Accessories,149.95,5,0,14.995
891,o891,20-06-17,26-06-17,Standard Class,891,Consumer,Nigeria,Cross River,East,a891,Office Supplies,Binders,51.312,3,0.2,18.6006
892,o892,26-06-17,27-06-17,First Class,892,Home Office,Nigeria,Delta,Central,a892,Office Supplies,Paper,4.54,1,0,2.043
893,o893,26-06-17,27-06-17,First Class,893,Home Office,Nigeria,Delta,Central,a893,Office Supplies,Art,15.92,4,0,5.4128
894,o894,26-06-17,27-06-17,First Class,894,Home Office,Nigeria,Delta,Central,a894,Technology,Phones,543.92,8,0,135.98
895,o895,10-11-16,12-11-16,First Class,895,Corporate,Nigeria,Lagos,West,a895,Office Supplies,Storage,155.82,7,0,42.0714
896,o896,10-11-16,12-11-16,First Class,896,Corporate,Nigeria,Lagos,West,a896,Office Supplies,Binders,70.008,3,0.2,24.5028
897,o897,03-10-16,06-10-16,Second Class,897,Consumer,Nigeria,Imo,Central,a897,Office Supplies,Envelopes,15.648,2,0.2,5.0856
898,o898,09-09-14,15-09-14,Standard Class,898,Consumer,Nigeria,Delta,Central,a898,Office Supplies,Labels,103.6,7,0,51.8
899,o899,29-10-17,31-10-17,Second Class,899,Corporate,Nigeria,Cross River,East,a899,Office Supplies,Paper,46.96,8,0,22.5408
900,o900,10-04-16,12-04-16,First Class,900,Corporate,Nigeria,Adamawa,East,a900,Office Supplies,Binders,8.904,2,0.7,-6.5296
901,o901,11-11-17,13-11-17,First Class,901,Consumer,Nigeria,Imo,Central,a901,Office Supplies,Labels,10.44,5,0.2,3.393
902,o902,11-11-17,13-11-17,First Class,902,Consumer,Nigeria,Imo,Central,a902,Office Supplies,Binders,18.336,4,0.8,-32.088
903,o903,15-09-17,17-09-17,First Class,903,Consumer,Nigeria,Katsina,Central,a903,Technology,Phones,323.976,3,0.2,20.2485
904,o904,08-04-16,12-04-16,Standard Class,904,Consumer,Nigeria,Lagos,West,a904,Office Supplies,Paper,20.04,3,0,9.6192
905,o905,08-04-16,12-04-16,Standard Class,905,Consumer,Nigeria,Lagos,West,a905,Office Supplies,Storage,64.96,2,0,2.5984
906,o906,08-04-16,12-04-16,Standard Class,906,Consumer,Nigeria,Lagos,West,a906,Office Supplies,Paper,12.96,2,0,6.2208
907,o907,30-12-17,03-01-18,Standard Class,907,Consumer,Nigeria,Cross River,East,a907,Furniture,Bookcases,323.136,4,0.2,12.1176
908,o908,30-12-17,03-01-18,Standard Class,908,Consumer,Nigeria,Cross River,East,a908,Technology,Phones,90.93,7,0,2.7279
909,o909,30-12-17,03-01-18,Standard Class,909,Consumer,Nigeria,Cross River,East,a909,Office Supplies,Binders,52.776,3,0.2,19.791
910,o910,02-09-17,07-09-17,Standard Class,910,Home Office,Nigeria,Delta,Central,a910,Technology,Phones,1199.8,4,0,323.946
911,o911,02-09-17,07-09-17,Standard Class,911,Home Office,Nigeria,Delta,Central,a911,Technology,Accessories,1928.78,7,0,829.3754
912,o912,02-09-17,07-09-17,Standard Class,912,Home Office,Nigeria,Delta,Central,a912,Office Supplies,Storage,352.38,2,0,81.0474
913,o913,31-05-15,07-06-15,Standard Class,913,Home Office,Nigeria,Nasarawa,East,a913,Furniture,Furnishings,22.2,6,0,9.102
914,o914,27-11-17,29-11-17,First Class,914,Corporate,Nigeria,Oyo ,Central,a914,Furniture,Furnishings,46.94,1,0,19.2454
915,o915,27-11-17,29-11-17,First Class,915,Corporate,Nigeria,Oyo ,Central,a915,Technology,Accessories,143.73,9,0,56.0547
916,o916,15-06-14,21-06-14,Standard Class,916,Corporate,Nigeria,Imo,Central,a916,Furniture,Tables,99.918,2,0.3,-18.5562
917,o917,15-06-14,21-06-14,Standard Class,917,Corporate,Nigeria,Imo,Central,a917,Furniture,Chairs,797.944,4,0.3,-56.996
918,o918,15-06-14,21-06-14,Standard Class,918,Corporate,Nigeria,Imo,Central,a918,Office Supplies,Binders,8.568,3,0.8,-14.5656
919,o919,05-03-16,11-03-16,Standard Class,919,Corporate,Nigeria,Imo,Central,a919,Office Supplies,Envelopes,149.352,3,0.2,50.4063
920,o920,05-03-16,11-03-16,Standard Class,920,Corporate,Nigeria,Imo,Central,a920,Office Supplies,Storage,12.992,1,0.2,-0.812
921,o921,05-12-14,12-12-14,Standard Class,921,Consumer,Nigeria,Bayelsa,South,a921,Office Supplies,Storage,24.56,2,0,6.8768
922,o922,11-04-15,15-04-15,Standard Class,922,Consumer,Nigeria,Cross River,East,a922,Technology,Accessories,85.14,3,0,34.9074
923,o923,11-04-15,15-04-15,Standard Class,923,Consumer,Nigeria,Cross River,East,a923,Technology,Phones,21.99,1,0,10.5552
924,o924,11-04-15,15-04-15,Standard Class,924,Consumer,Nigeria,Cross River,East,a924,Office Supplies,Appliances,406.6,5,0,113.848
925,o925,15-09-16,20-09-16,Standard Class,925,Corporate,Nigeria,Cross River,East,a925,Office Supplies,Binders,841.568,2,0.2,294.5488
926,o926,13-09-14,16-09-14,First Class,926,Consumer,Nigeria,FCT,East,a926,Office Supplies,Paper,15.552,3,0.2,5.4432
927,o927,13-09-14,16-09-14,First Class,927,Consumer,Nigeria,FCT,East,a927,Technology,Accessories,252,5,0.2,53.55
928,o928,05-10-15,09-10-15,Standard Class,928,Home Office,Nigeria,Bayelsa,South,a928,Office Supplies,Art,46.2,4,0,12.936
929,o929,05-10-15,09-10-15,Standard Class,929,Home Office,Nigeria,Bayelsa,South,a929,Office Supplies,Appliances,28.84,2,0,9.5172
930,o930,14-04-17,17-04-17,First Class,930,Consumer,Nigeria,Adamawa,East,a930,Office Supplies,Art,14.592,3,0.2,2.5536
931,o931,14-04-17,17-04-17,First Class,931,Consumer,Nigeria,Adamawa,East,a931,Office Supplies,Art,89.856,3,0.2,21.3408
932,o932,14-04-17,17-04-17,First Class,932,Consumer,Nigeria,Adamawa,East,a932,Office Supplies,Paper,13.872,3,0.2,5.0286
933,o933,02-09-17,06-09-17,Standard Class,933,Consumer,Nigeria,FCT,East,a933,Office Supplies,Paper,12.192,3,0.2,4.1148
934,o934,20-06-16,24-06-16,Standard Class,934,Home Office,Nigeria,FCT,East,a934,Office Supplies,Paper,45.056,8,0.2,15.2064
935,o935,20-06-16,24-06-16,Standard Class,935,Home Office,Nigeria,FCT,East,a935,Office Supplies,Binders,29.718,6,0.7,-21.7932
936,o936,20-06-16,24-06-16,Standard Class,936,Home Office,Nigeria,FCT,East,a936,Office Supplies,Paper,15.552,3,0.2,5.4432
937,o937,20-06-16,24-06-16,Standard Class,937,Home Office,Nigeria,FCT,East,a937,Office Supplies,Appliances,447.696,2,0.2,33.5772
938,o938,05-11-17,06-11-17,First Class,938,Corporate,Nigeria,Kebbi ,West,a938,Technology,Accessories,159.99,1,0,54.3966
939,o939,13-12-15,17-12-15,Standard Class,939,Corporate,Nigeria,Lagos,West,a939,Office Supplies,Paper,12.96,2,0,6.2208
940,o940,13-12-15,17-12-15,Standard Class,940,Corporate,Nigeria,Lagos,West,a940,Office Supplies,Appliances,134.48,4,0,34.9648
941,o941,19-06-16,20-06-16,First Class,941,Corporate,Nigeria,Lagos,West,a941,Office Supplies,Paper,17.12,2,0,8.0464
942,o942,13-12-16,20-12-16,Standard Class,942,Corporate,Nigeria,Lagos,West,a942,Office Supplies,Binders,6.096,2,0.2,2.2098
943,o943,13-12-16,20-12-16,Standard Class,943,Corporate,Nigeria,Lagos,West,a943,Furniture,Tables,1114.272,4,0.2,41.7852
944,o944,29-05-15,03-06-15,Standard Class,944,Consumer,Nigeria,Rivers ,West,a944,Office Supplies,Paper,32.4,5,0,15.552
945,o945,29-05-15,03-06-15,Standard Class,945,Consumer,Nigeria,Rivers ,West,a945,Office Supplies,Storage,540.57,3,0,140.5482
946,o946,29-05-15,03-06-15,Standard Class,946,Consumer,Nigeria,Rivers ,West,a946,Office Supplies,Binders,167.76,5,0.2,62.91
947,o947,26-07-15,28-07-15,First Class,947,Consumer,Nigeria,Edo,West,a947,Furniture,Tables,393.165,3,0.5,-204.4458
948,o948,28-11-17,02-12-17,Standard Class,948,Home Office,Nigeria,FCT,East,a948,Furniture,Furnishings,516.488,7,0.2,-12.9122
949,o949,28-11-17,02-12-17,Standard Class,949,Home Office,Nigeria,FCT,East,a949,Furniture,Furnishings,1007.232,6,0.2,75.5424
950,o950,28-11-17,02-12-17,Standard Class,950,Home Office,Nigeria,FCT,East,a950,Furniture,Tables,2065.32,12,0.4,-619.596
951,o951,28-11-17,02-12-17,Standard Class,951,Home Office,Nigeria,FCT,East,a951,Office Supplies,Paper,15.552,3,0.2,5.4432
952,o952,28-11-17,02-12-17,Standard Class,952,Home Office,Nigeria,FCT,East,a952,Office Supplies,Paper,25.344,6,0.2,7.92
953,o953,03-04-17,07-04-17,Standard Class,953,Consumer,Nigeria,FCT,East,a953,Furniture,Furnishings,25.472,4,0.2,7.6416
954,o954,28-12-17,01-01-18,Standard Class,954,Consumer,Nigeria,Imo,Central,a954,Office Supplies,Art,27.168,2,0.2,2.7168
955,o955,28-12-17,01-01-18,Standard Class,955,Consumer,Nigeria,Imo,Central,a955,Furniture,Bookcases,78.8528,2,0.32,-11.596
956,o956,30-11-17,04-12-17,Standard Class,956,Consumer,Nigeria,Yobe ,South,a956,Office Supplies,Storage,173.8,5,0,43.45
957,o957,15-05-17,18-05-17,Second Class,957,Consumer,Nigeria,Edo,West,a957,Technology,Phones,29.592,1,0.2,2.5893
958,o958,15-05-17,18-05-17,Second Class,958,Consumer,Nigeria,Edo,West,a958,Office Supplies,Binders,4.752,2,0.7,-3.168
959,o959,15-05-17,18-05-17,Second Class,959,Consumer,Nigeria,Edo,West,a959,Office Supplies,Paper,15.552,3,0.2,5.6376
960,o960,22-09-15,22-09-15,Same Day,960,Consumer,Nigeria,Lagos,West,a960,Furniture,Furnishings,204.6,2,0,53.196
961,o961,14-11-17,19-11-17,Standard Class,961,Corporate,Nigeria,Lagos,West,a961,Furniture,Chairs,321.568,2,0.2,28.1372
962,o962,27-11-15,01-12-15,Standard Class,962,Home Office,Nigeria,Kano,South,a962,Office Supplies,Binders,6.24,2,0,3.0576
963,o963,01-09-16,04-09-16,First Class,963,Corporate,Nigeria,Lagos,West,a963,Office Supplies,Envelopes,21.88,2,0,10.94
964,o964,22-09-14,24-09-14,Second Class,964,Consumer,Nigeria,Kaduna,South,a964,Office Supplies,Labels,4.608,2,0.2,1.6704
965,o965,09-04-17,11-04-17,First Class,965,Home Office,Nigeria,Cross River,East,a965,Office Supplies,Labels,9.82,2,0,4.8118
966,o966,09-04-17,11-04-17,First Class,966,Home Office,Nigeria,Cross River,East,a966,Office Supplies,Art,35.97,3,0,9.7119
967,o967,09-04-17,11-04-17,First Class,967,Home Office,Nigeria,Cross River,East,a967,Office Supplies,Paper,12.96,2,0,6.2208
968,o968,09-04-17,11-04-17,First Class,968,Home Office,Nigeria,Cross River,East,a968,Office Supplies,Paper,191.6,4,0,91.968
969,o969,09-04-17,11-04-17,First Class,969,Home Office,Nigeria,Cross River,East,a969,Office Supplies,Labels,8.64,3,0,4.2336
970,o970,09-04-17,11-04-17,First Class,970,Home Office,Nigeria,Cross River,East,a970,Office Supplies,Storage,501.81,3,0,0
971,o971,16-01-14,18-01-14,Second Class,971,Consumer,Nigeria,FCT,East,a971,Furniture,Furnishings,127.104,6,0.2,28.5984
972,o972,16-01-14,18-01-14,Second Class,972,Consumer,Nigeria,FCT,East,a972,Technology,Phones,124.2,3,0.4,-31.05
973,o973,16-01-14,18-01-14,Second Class,973,Consumer,Nigeria,FCT,East,a973,Office Supplies,Binders,18.588,2,0.7,-13.6312
974,o974,16-01-14,18-01-14,Second Class,974,Consumer,Nigeria,FCT,East,a974,Office Supplies,Labels,30.072,3,0.2,10.1493
975,o975,05-10-17,08-10-17,Second Class,975,Home Office,Nigeria,Cross River,East,a975,Technology,Phones,160.93,7,0,3.2186
976,o976,05-10-17,08-10-17,Second Class,976,Home Office,Nigeria,Cross River,East,a976,Office Supplies,Binders,75.792,3,0.2,25.5798
977,o977,09-07-17,15-07-17,Standard Class,977,Consumer,Nigeria,Borno,West,a977,Office Supplies,Binders,1.08,2,0.7,-0.792
978,o978,07-01-17,10-01-17,First Class,978,Corporate,Nigeria,Delta,Central,a978,Technology,Machines,3059.982,2,0.1,679.996
